,Lyrics,Title,Year,Genre
65,I'll sweep out your chimney  Yes and  I will bring you flowers Yes and  I will do for you Most anything you want me to  If we live in a cottage You will feel like it's a castle By the royal way you're treated And attention shown to you  I'll be there beside you If you need a cryin' shoulder Yes  and I'll be there to listen When you need to talk to me  When you wake up in the darkness I will put my arms around you And hold you till the mornin' sun  Comes shinin' through the trees  I'll be right beside you No matter where you travel I'll be there to cheer you Till the sun comes shinin' through  If we're ever parted  I will keep the tie that binds us And I'll never let it break 'Cause I love you   I will bring you honey From the bee tree in the meadow And the first time there's a rainbow I'll bring you a pot of gold  I'll take all your troubles And I'll throw â??em in the river Then I'll bundle down beside you And I'll keep you from the cold  I'll be right beside you No matter where you travel I'll be there to cheer you Till the sun comes shinin' through  If we're ever parted  I will keep the tie that binds us And I'll never let it break 'Cause I love you,'Cause I Love You,1999,Rock
66,Let's go walking on the water Come all the way please I want to know Should I stay or go?  No need to be scared Let's jump into the day I want to know I think I oughta go  Close your eyes and make believe You can do whatever you please I want to know I think I better go  Let's go walking on water Now you think I'm Satan's daughter I want to know Please let me go!  Just too quick Now I think I'm gonna be sick I want to know Should I stay or go?  I'm trying for the future It's funny that way I want to know I want to know!  I took a look into the hate It made me feel very up-to-date I want to know Should I stay or go?  Hold me tight  down on my knees So I don't go burning 'cross the breeze I want to know I want to know  I want to know Should I stay or go?  Burning 'cross the breeze Burning 'cross the breeze,'Cross the Breeze,1988,Rock
67,I stand alone Without a care Open the door But no-one's there The lonely night My only friend Love's wrongs are right I can't defend  La Passione La Passione La Passione La Passione  And now I know What I've become It haunts me so But I'll go on and on I know the pain inside Is the price you pay to ride Into the brightest flame Never the same again  La Passione La Passione La Passione La Passione  You dare to dream Take the chance and go Desire has taken hold Now the passion haunts you so  La Passione La Passione La Passione La Passione,'Disco' La Passione.,1996,Rock
68,When the colour of the night And all the smoke for one life Gives way to shaky movements  Improvisational skills  A forest of whispering speakers Let's swear that we will Get with the times  In a current health to stay Let's get friendship right Get life day-to-day In the forget-yer-skates dream Full of countervailing woes In diverse-as-ever scenes Proceeding on a need-to-know In a face so full of meaning As to almost make it glow  O' for a good life  we just might have to weaken  And find somewhere to go Go somewhere we're needed Find somewhere to grow Grow somewhere were needed.  When the colour of the night And all the smoke for one life Gives way to shaky movements  Improvisational skills  A forest of whispering speakers Let's swear that we will Get with the times  In a current health to stay Let's get friendship right Get life day-to-day In the forget-yer-skates dream Full of countervailing woes In diverse-as-ever scenes Proceeding on a need-to-know In a face so full of meaning As to almost make it glow  O' for a good life  we just might have to weaken  And find somewhere to go Go somewhere we're needed Find somewhere to grow Grow somewhere we're needed Find somewhere to go Let's go somewhere we're needed Find somewhere to grow We grow where we are needed.,'It's a Good Life If You Don't Weaken',2002,Rock
69,When the color of the night And all the smoke for one life Gives way to shaky movements Improvisational skills  A forest of whispering speakers Let's swear that we will Get with the times In a current health to stay  Let's get friendship right Get life day to day In the forget yer skates dream Full of countervailing woes  In diverse as ever scenes Proceeding on a need to know In a face so full of meaning As to almost make it glow  For for a good life We just might have to weaken And find somewhere to go  Go somewhere we're needed Find somewhere to grow Go somewhere we're needed  When the color of the night And all the smoke in one life Gives way to shaky movements Improvisational skills  In the forest of whispering speakers Let's swear that we will Get with the times In a current health to stay  And let's get friendship right Get life day to day In the forget yer skates dream Full of countervailing woes  In diverse as ever scenes Proceeding on a need to know In a face so full of meaning As to almost make it glow  For for a good life We just might have to weaken And find somewhere to go  Go somewhere we're needed Find somewhere to grow Go somewhere we're needed Find somewhere to go Let's go somewhere we're needed Find somewhere to grow Go where we're needed  'Cause in the forget-yer-skates dream You can hang your head in woe And this diverse as ever scene Know which way to go,'It's a Good Life If You Don't Weaken',2005,Rock
70,NONE,NONE,NONE,Rock
71,NONE,NONE,NONE,Rock
72,[Chorus] I've been waiting for the snow to fall I've been waiting for the snow to fall I've been waiting for the snow to fall And cover us all Yeah  I've been waiting for the snow to fall  I've been watching the moon as it grows I've been watching the moon as it grows I've been watching the moon as it grows And shines down below  I've been looking deep into your eyes I've been looking deep into your eyes I've been looking deep into your eyes you'll never be mine  [Chorus]  [Repeat: x2] I've been spinning 'round the wheel of life I've been spinning 'round the wheel of life and I made one more night Yeah  I've been spinning 'round the wheel of life,'Round the Wheel,1998,Rock
73,NONE,NONE,NONE,Rock
74,NONE,NONE,NONE,Rock
75,"'Scuse me - for the clothes I wear
'Scuse me - how long is my hair
'Scuse me - 'cause I'm bein'real
Ya may not like it but it's way I feel

[Chorus]
Hallucinations
Man they're outta sight
Mirror is right you know
But I still love you

'Scuse me - for livin' in the past
'Scuse me - when your fads don't last
'Scuse me - 'cause I choose to be blind
Ya may not like it though you really don't mind

[Chorus  1st verse  chorus]



",Scuse Me,1991,Rock
76,Hold up! Carefully holding you tighter Carefully holding you close Can you help me open my eyes to see what is pure And what is right? I've been trapped in this fantasy all my life Do I have to search for words  can I just smile? What we have isn't far from good  nor good from far I've made these mistakes (in the past) but our time is now So in love  I'm falling deeper and deeper  I'll wait for you What I have is all I have to give and I want to give you it all Emancipation of myself is only the beginning  I'm a compass Give me direction to go in. 'Til death do us part (Take it from the top) 'Til death do us part  hear nor see anyone but you I see no one but you  you stop my world 'Til death do us part  you'll by my special lady,'Til Death,2013,Rock
77,I feel a rifle bullet bore into my heart A sudden impact shock that stops my pulsing blood I see the glory shining light of paradise And insincerities  forever left behind  'Til death do us unite  I see the mournful flowers fading on my grave And all my friends are crying to god my soul to save Hateful faces spitting on my last resting place And all my foes are praying to hell my mind to take  I hear the echos of your prayers and your lies Your falseness and your greed mendacious sorry sights My hopes are buried by my broken dignity Still god will bless and curse us all To all eternity,'Til Death Do Us Unite,1997,Rock
78,Every time I feel alone I can blame it on you And I do  oh You've got me like a loaded gun Golden sun and sky so blue We both know that we want it But we both know you left me no choice  [Chorus] (chaque fois que tu ton va) You just bring me down (je pretend que tu fais bien) So I'm counting my tears 'til I get over you  Sometimes I watch the world go by I wonder what it's like To wake up every single day Smile on your face You never tried We both know we can't change it But we both know we'll just have to face it  [Chorus]  If only I could give you up But would I want to let you off of this soapbox baby? We both know that we want it But we both know you left me no choice  [Chorus]  (chaque fois que tu ton va) (je pretend que tu fais bien)  We both know that I'm not over you I'm not over you,'Til I Get Over You,2003,Rock
79,NONE,NONE,NONE,Rock
80,Seasons change and summer's gone Another year of love I've known Fades like a dream Rearrange  boy  make yourself strong You're not the first or last who's lost everything  And you can bundle up your feelings Hang them in some closet Until you need them again All of us brokenhearted young lovers Oh  we'll search for one another 'Til the world ends  Frosty window  scribbled name Stabbing sad refrain of What's come to pass The candle glows  so follow the flame The light of hope can ease the pain of loneliness  And you can bundle up your feelings Hang them in some closet Until you need them again All of us brokenhearted young lovers Oh  we'll search for one another 'Til the world ends  You know we all live for once Using is a part of living your life Daylight always follows the night Looking at life as it's always been It will be that way here 'Til the world ends  'Til the world ends,'Til the World Ends,1975,Rock
81,Between a rock Between a rock and a hard place  There's a beating heart Watching the lights go down on my world Stoney faced Letting the rope slip though my fingers Ain't nothin' straight   Always a riddle Caught up in the middle of the party line I got a brick but I can't find a window Take me to your shelter...  Between a rock Between a rock and a hard place  (You better lay your money down) You'll never stop What you started in the first place Between a rock You gotta roll with the punches baby Between a rock and a hard place...  There's so many words You place your bet you take your chances The dealer pays But he'll never let you leave the table They're gonna take you lock  stock and barrel Down to the knuckle  down on your luck And when they've stripped you of all resistance You can take you place...  Between a rock Between a rock and a hard place  (You gotta lay your money down) You'll never stop What you started in the first place Between a rock You gotta roll with the punches baby Between a rock and a hard place...  It'll take all your money  We think we like it here Between a rock  (You gotta roll with the punches baby) Between a rock and a hard place,( Between A ) Rock And A Hard Place,1994,Rock
