,Lyrics,Title,Year,Genre
2516,NONE,NONE,NONE,Hip Hop
2517,"The world is spinnin' too fast I'm buyin' that Nike shoes To keep myself tethered To the days I tried to lose Oh yeah My Mama said  ""To slow down You must make your own shoes"" Stop dancin' to the music Of Gorillaz in a happy mood Oh yeah Keep a mild groove on They do the bump They do the bump They do the bump They do the bump Oh yeah They do the bump They do the bump They do the bump They do the bump  Here you go Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine  There's a monkey in the jungle Watchin' a vapour trail Caught up in the conflict Between his brain and his tail Oh yeah And if time's elimination Then we got nothin' to lose Please repeat the message It's the music that we choose Oh yeah Keep a mild groove on They do the bump They do the bump They do the bump They do the bump Oh yeah They do the bump They do the bump They do the bump They do the bump  Okay bring it down  yeah  we gonna break out Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine  They do the bump They do the bump They do the bump",19-2000 [Soulchild Remix],2011,Hip Hop
2518,It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose  The world is spinning too fast And I'm buying Nike shoes To keep myself tethered To the days I tried to lose My mamma said to slow down You must make your own shoes And stop dancing to the music Of Gorillaz in a happy mood Keepin' my groove on  It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose  Here you go Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine  There's a monkey in the jungle Watching a vapor trail Caught up in the conflict Between his brain and his tail And if time's elimination Then we've got nothing to lose Please repeat the message It's the music that we choose Keepin' my groove on  It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose It's the music that we choose  Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine  They do the bump They do the bump They do the bump They do the bump They do the bump They do the bump They do the bump They do the bump  Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine  Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine  Get the cool Get the cool shoeshine Get the cool Get the cool shoeshine,19-2000 [Soulchild Remix],2002,Hip Hop
2519,I don't follow rules and they don't like that I was skippin' school to get my sack right My bitch text me and ask why I don't text back My dog got outta prison and went right back  These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that (hitmaka) Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that  Yeah  yeah I don't follow rules and they don't like that Hit the club with wifey  brought a dime back Hit the three twice and ran it right back I'm only here tonight 'cause in the morning got a flight back Talkin' it  but you ain't livin' like that The Porsche cost a hundred  this is twice that Flooded all my diamonds  Poland Spring Back in Oakland I'm a king  I know and Halsey is a ting Yeah  'Rari detailed  there's not a speck of dust on it I'ma get the bag  you can put some trust on it Everything is new  so it's never rust on it And her booty so big you could park a bus on it Yee  yee!  These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that  I don't follow rules and they don't like that I was skippin' school to get my sack right My bitch text me and ask why I don't text back My dog got outta prison and went right back 28 on that scale  right back to the money Stunting hard  show and tell like that Yeah  Versace table  Fendi rug And I got it out the mud  These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that  Red Christian Loubs  I rock designer shoes Hunnid bands for my coupe  I speed and it go vroom Baby hit my line because she see them stars in the roof I'm up  now the whole gang got 24's on the coupes Take a L  me  never  we in love  I lied Foreign's what we ride  in the jet  we fly If he sayin' he respect me  then it's likewise Another man say he from another drive-by I like the way she shake that cake  it's like a race If she bad  I might take her out  not on a date Say she boujee  she hit my phone  her nigga late A 100K just off two shows spent that in a day  These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that These brand new  don't step on my Balenci's I'ma hit that if she let me They don't like how I talk that Flooded out my wrist  a puddle drippin' '42  I'm steady sippin' Yeah  I'm on and I'm off that,1942,2018,Hip Hop
2520,Istanbul.  I'm sure now.   Istanbul.  I don't buy  I own   I saw a lady falling   I'm sure now.   Istanbul.  I don't buy  I own.   [Repeat: x2]  The sun is shining  [Marvin].   Istanbul.  I'm sure now.   Istanbul.  I don't buy  I own.   I saw a lady falling   I'm sure now.   Istanbul.  I don't buy  I own.   The sun is shining    I saw a lady [falling] ,1976,2004,Hip Hop
2521,"1970  1970
1970  1970

Naci un dia de junio
Del año 77
Planeta mercurio
Y el año de la serpiente
Sin o patente
Tatuado y en mi frente
Que en el vientre de mi madre
Marcaba el paso siguiente
Me hace llorar
Sin anestesia en la camilla
Mi padre solo dijo es Ana Maria
Si seria el primer llanto
Que me probaría
Quemando las heridas
Y dándome la batería
Solía ser entonces como un libro abierto
Pero leí la letra pequeña del texto
Como un arquitecto
Construyendo cada efecto
Correcto  incorrecto  sé aprender todo al respecto
Saber que algunas personas
Queran el daño
Subir peldaño
Toma tiempo toma año
Con mi peluche mirando lo cotidiano
Dibujos transformaban
Y el invierno en gran verano
Papa me regalo bajo mi insistenso
Juego  trataba de culparte y recibencia
Pero en el cartu hicieron la competencia
Y fue cuando senti mi primera impotencia

1970
1970
1970

1977 no me digan no
Que uno lo presiente
Todo lo que cambia lo hará diferente
En el año que nació la serpien

1977 no me digan no
Que uno lo presiente
Todo lo que cambia lo hará diferente
En el año que nació la serpien

Mi adolescencia
Fue una etapa bizarra
El cuerpo es batería
Y la cabeza guitarra
La orquesta narronato
Nada quebrada para la mirada
De una niña que solo talla espadas
Hormona disparada
Sobre poblada sin formas
En que cambian temporadas
Caminas en crucijadas
Cada cual es su morada
Preparaba la carnada
La sagrada diablada
De mirada encabronada
Mi fila la verdad
Nunca busco su silla
Mi búsqueda fue mero
Proceso de pura pila
Pupila de poeta
Que marco nuestra saliba
En la cordillera que miraba la salida
La parada militar de paso monótono
Colores policromolos
Uniformes de poco tono
Detono mi cuestionamento
La voz si sonó no
Mi primera rima que sonó
Y me enrrolo
Mi búsqueda no fue para mi cosa de escenario
Fue algo necesario
Que marcaba ya mi fallo
Así que todas
Mas de lo necesario
Fue cuando entendí
Que todos quieren ser corsario

1970
1970
1970

1977 no me digan no
Que uno lo presiente
Todo lo que cambia lo hará diferente
En el año que nació la serpien

1977 no me digan no
Que uno lo presiente
Todo lo que cambia lo hará diferente
En el año que nació la serpien",1977,2010,Hip Hop
2522,"1-9-8-4  Vengo al mondo d'estate  Dio mi parla nel sonno  Mi dice ""scusi  quanto state?""  Ho il permesso di soggiorno  Sono nuovo da queste parti  Parto ma non so se torno  Non stare sveglio ad aspettarmi   Questo è l'anno dei miracoli  Craxi mangia coi tentacoli  Muore Berlinguer  Maradona è al Napoli  Io sempre col pallone in mano  Sette su sette  Piedi nudi sull'asfalto fra le vie strette  L'anno in cui la Apple prova  Il primo Mac  Crystal Ball  Crystal meth vado sulle croci tipo Cristotech  Cozze crude col limone dinastia di pescatori  Mio padre non fa il buttafuori ma ti pesta fuori  Rinchiusi dentro il bunker a fumarle tutte  Niente router  no computer  Pezzi di ricambio per gli scooter  Fermo il tempo che scorre  con quel sole risorge  Soffio sull'occhio di George Orwell  I primi drin Fossil solo film sui mostri  Le prime donne stuprate da Bill Cosby  Cresco in fretta  parlo poco  sembro autistico  L'arte è cibo per la mente  frequento l'artistico  Se il treno passerà una volta sola  sarò di parola  Dopo scuola lascerò il mio nome sopra con il viola  E tu che aspetti in coda e guardi la firma se cola  Mi hai visto nascere e morire per rifarlo ancora  Olbia city  motorino sempre in due  Poi la vita è diventata più veloce: ognuno per le sue  È una gara senza freni  non ci sono premi  Dove cazzo vai se non sai da dove vieni  No-me  no-me  no-me  no-me  Ah! ora tutti sanno il no-me  no-me  no-me  Oh  ora tutti sanno il no-me  no-me  no-me Oh  ora tutti sanno il no-me  no-me  no-me S a l m o  Coprimi di soldi Jerry Maguire  È quello che hai pensato quando eri nei guai  Voglio portarti via con me tipo Macdrive  Back in the days bra Marty Macfly  La mia zona era la z b  heavy metal kids  La versione beta dell'MC Ho fatto i peggiori lavori per ripagarmi i CD  Sognando un futuro migliore  tipo questo qui In 5 sul Volkswagen dell'Ottantaquattro verso Londra  È un po' come nuotare verso l'onda  Sono affogato e poi resuscitato sulla sponda insomma  Ho perso quando ho fatto a pugni contro l'ombra  Dalle esperienze impari  spali merda a quintali  E anche se mi spari  c'ho la pelle come i cinghiali  Sardo come Zedda Piras ho fatto il viaggio in ketamina  Adesso riempio i locali e parcheggio in terza fila  Sapere che il mio primo disco  Ha fatto la storia ma dopo il Sangue Misto  Ancora scioccato per quanto sangue ho visto  Il mio flow vi ha benedetto  il sangue di cristo  2012 alla svolta  Machete crew guarda le spalle tipo la scorta  Capo come John Gotti  sveglio tutte le notti  Vivevo in una casa con il bagno di Trainspotting  Poi la mia passione è diventata professione  Devozione  mani intrecciate come alla confessione  Ringrazierò la sorte per gentile concessione  È importante ciò che lasci  non la conclusione  Ora tutti sanno il no-me  no-me  no-me  Ah! ora tutti sanno il no-me  no-me  no-me  Ah  ora tutti sanno il no-me  1984  Vengo al mondo d'estate  Dio mi parla nel sonno  Mi dice ""hey boy  guarda che ora tutti sanno il  No-me  no-me  no-me""  Ah? ora tutti sanno il no-me  no-me  no-me  S a l m o  Puoi odiarlo a morte  puoi gridarlo forte  Ora tutti sanno che il no-me è S a l m o  Puoi odiarlo a morte  puoi gridarlo forte Ora tutti sanno che il no-me è S a l m o  Puoi odiarlo a morte o puoi gridarlo forte Ora tutti sanno che il no-me è S a l m o",1984,2016,Hip Hop
2523,"[Chorus] Kill 'em all  Kill 'em all Kill 'em all Kill 'em all 'cause everybody dyin' on this mothaf*ckin' album Kill 'em all  Kill 'em all Kill 'em all Kill 'em all Don't kick up in the dirt when I'm puttin' in work Kill 'em all  Kill 'em all Kill 'em all Kill 'em all 'cause everybody dyin' on this mothaf*ckin' album  I murda like this (this) I murda like that (that) Pull an AK-47 up out my mothaf*ckin' gangsta hat Professional  Columbian  necktiea  barbwire Strangula  over killa  dead f*ckin' body hanga Peepin' out the window with an AK Pullin' up on these coppas  Helicoptas  squad cars  squat 10's with choppas They tellin' me ""nigga  get the f*ck out before ya die If you surrender  we'll make sure that you quickly fry"" Should I kick open the door and go to war Or should I stick my throat Leave a pipe bomb and a f*ck you note Hallucinations of seein' lynched bodies burnin' And all the po-po had faces like Mark Furhman Tear gas through my glass window pane They want to put me back up in the nut house again But I'm not goin' back and take my Prozac They can keep the straight jacket And leave a straight mothaf*ckin' jack A straight mothaf*ckin' jack A straight mothaf*ckin' jack  [Chorus]  (Get the hell off my dick  I'm 1990-sick) (1990-sick) (1990-sick) (1990-sick) (1990-sick)  Nigga's to pull the lynch Yayo case and stick Marcia Clark screamin' out murda  jumpin' on Oj's dick Muthaf*ckas still sufferin' and healin' Some high tech knowledga white boys blew up the f*ckin' fed buildin' Crazy niggas still bangin' and slangin' crack To the death  when the game put 'em up on they back Muthaf*ckas catchin' names  from shootin' high And phony niggas still get sprayed up on the block And I ain't changed much  hell I'm still smokin' four or five mothaf*ckin' choppas before it's twelve Muthaf*ckas think they know me  but they don't know I'm sellin' first class tickets to the murda show Don't want to rap about no nigga  let's get it on bustin' domes  buck shots through your rib bone So all you niggas up in the magazines talkin' shit Get off my dick  I'm 1990-sick  [Chorus]  Muh-uh-mobbin' up out the see you-uh-cut With a ready to pow one Nuh-uh-90 sick content of the album If there's a cure for this  don't cure me I'm comin' with the fury Playa hata's gettin' hung up like a jury So peep the game from an old school G you know so well The east bay gangsta  leaving caution tape and faces pale I bails on a full moon like the 12 o clock  Neighborhood watch scared to look and see who on the block Just fed a rally's  no po-po come around here 'cause it's a different time  different game  different year 1990 sick  [Chorus: x2]  (Get the hell off my dick  I'm 1990-sick) (1990-sick) (1990-sick)  (1990-sick)  (1990-sick)",1990-Sick,2010,Hip Hop
2524,"[Chorus] Kill 'em all  Kill 'em all Kill 'em all Kill 'em all 'cause everybody dyin' on this mothaf*ckin' album Kill 'em all  Kill 'em all Kill 'em all Kill 'em all Don't kick up in the dirt when I'm puttin' in work Kill 'em all  Kill 'em all Kill 'em all Kill 'em all 'cause everybody dyin' on this mothaf*ckin' album  I murda like this (this) I murda like that (that) Pull an AK-47 up out my mothaf*ckin' gangsta hat Professional  Columbian  necktiea  barbwire Strangula  over killa  dead f*ckin' body hanga Peepin' out the window with an AK Pullin' up on these coppas  Helicoptas  squad cars  squat 10's with choppas They tellin' me ""nigga  get the f*ck out before ya die If you surrender  we'll make sure that you quickly fry"" Should I kick open the door and go to war Or should I stick my throat Leave a pipe bomb and a f*ck you note Hallucinations of seein' lynched bodies burnin' And all the po-po had faces like Mark Furhman Tear gas through my glass window pane They want to put me back up in the nut house again But I'm not goin' back and take my Prozac They can keep the straight jacket And leave a straight mothaf*ckin' jack A straight mothaf*ckin' jack A straight mothaf*ckin' jack  [Chorus]  (Get the hell off my dick  I'm 1990-sick) (1990-sick) (1990-sick) (1990-sick) (1990-sick)  Nigga's to pull the lynch Yayo case and stick Marcia Clark screamin' out murda  jumpin' on Oj's dick Muthaf*ckas still sufferin' and healin' Some high tech knowledga white boys blew up the f*ckin' fed buildin' Crazy niggas still bangin' and slangin' crack To the death  when the game put 'em up on they back Muthaf*ckas catchin' names  from shootin' high And phony niggas still get sprayed up on the block And I ain't changed much  hell I'm still smokin' four or five mothaf*ckin' choppas before it's twelve Muthaf*ckas think they know me  but they don't know I'm sellin' first class tickets to the murda show Don't want to rap about no nigga  let's get it on bustin' domes  buck shots through your rib bone So all you niggas up in the magazines talkin' shit Get off my dick  I'm 1990-sick  [Chorus]  Muh-uh-mobbin' up out the see you-uh-cut With a ready to pow one Nuh-uh-90 sick content of the album If there's a cure for this  don't cure me I'm comin' with the fury Playa hata's gettin' hung up like a jury So peep the game from an old school G you know so well The east bay gangsta  leaving caution tape and faces pale I bails on a full moon like the 12 o clock  Neighborhood watch scared to look and see who on the block Just fed a rally's  no po-po come around here 'cause it's a different time  different game  different year 1990 sick  [Chorus: x2]  (Get the hell off my dick  I'm 1990-sick) (1990-sick) (1990-sick)  (1990-sick)  (1990-sick)",1990-Sick (Kill 'Em All),1998,Hip Hop
2525,"Oh  là là là  flirting with a cool french dude named Antoine Wanna taste the pastry chocolate croissant Ce soir with your b****  café au lait? Voulez-vous n**** mad Francois Who are you n****  ha ha ha Miss one  miss young  miss cutie pie Young noobie  young coochy tight Young juicy  young Uzi-mic Rata-tat-tat-tat nick-nack pitty-pat-pat-pat Silly cat  you know how that scratch? How you do that  do that  do do that that that? Nineteen ninety-one my time has come Oh  nah nah Ma  your time is done Primadonna mama  like a virgin Private jets  my flights  no fly Virgin I sell you  you buy  that's my version Mommy tie these rhymes it's my verses Oh me  Oh my  you will not persist Pyramid  one eye  all my assets Here it is  off top  peep my progress Here it is  off top  peep my progress Peep my progress  here it is off top  He took her to the Louvre in Paris You want a chance with a youngin'  wanna ruin the weave You wanna  wanna ? the breeze ? And get the grams and a ? and the shoe with the ""blead?"" And fit the grams in a ?  send the Lou to the V High class  no school  the tuition is free  Lil Bambi no fool and tuition is G Gimme the gem or the jewels  I'll commission a fee  I make hits  motherf***er  let we do it for free  ha! Young tenner from the N-Y-C  no contending ?   young kill-em-in-the-denims  young venom on the M-I-C Young villan ? Elite rap b****  I gotta send that beat back quick Tip-tippin on these n****s  suck a T-I dick  'Cause you gonna be a b**** n****  I'ma be that b****  what Just believe that s***  you gonna be a b**** n****  I'ma be that b**** Believe that s***  believe that s***  n**** I'ma be that b**** (what)   Come around  come around Let the little Bambi run it down  run it down With a sip of Bailey's  sip of champy on the ? ? Sex kitten honeys  no cougars in the house I'ma hush the rumors in a ? Came in the game with a beat and a bounce Never for the fame  my feet on the ground Cloud number C  headed to the stars Baby I ride with my mic and my bra Baby I recite in the raw the appetite for life and the hunger for the more The island of Manhattan  I was born in New York  city never slumbers I would always dream it never sleep to the hundreds Coco with the cream and abundance Million dollar baby you can get it if you want it  what?  N-Y rose me  most high chose me Let me know what I can can can can do for you If you don't speak  boy you know you won't ? Let me know what a man man man man want N-Y rose me  most high chose me Let me know what I can can can can do for you If you don't speak  boy you know you won't ? Let me know what a man man man man want",1991,2012,Hip Hop
2526,You on point phife?  Once again tip You on point phife?  Once again tip You on point phife?  Once again tip Word Watch me bust they shit Okay  Oh  you did it to me once again my friend I swear you do it to me everytime 'Cause you stay crazy on my mind Yo you got it goin on (say word)  on and on and on On and on and on  This is the year that I come in and just devastate My style is great ask your peoples can I dominate?  My rhymes are harder than last night's erection Don't play me close  I'll have this mic up in your rear section My shit is lovely simply meaning that my joint is tight Amping up the mic making sure production's tight Sometimes I might catch a severe case of writer's block But by the end of the day you'll be on my jock My name's malik my hobby's putting mc's to the test And if you front I'll put my foot up in your freaking chest Freestyle fanatic  and never will it ever stop You crew is loose  you might just want to call the cops  Aye  yo I gotta put some action on paper Make sure my verse jump up and spread out like the raper The only tip I got for a waiter Is watch the doorknob hit me where the dirty dog shoulda' bit me That was my train of thought  but for so long I fought Now I'm at a level supreme to the devil So turn up the bass and lay low on the treble We be the real mc's and you dead  bring a shovel Revitalize  the vital tribe nigga  what?  The ladies sweat the style like the squirrel sweat the nuts You know a fellas good for the moola Don't smoke no woolas  read the name call me slick tip the ruler  Oh  you did it to me once again my friend I swear you do it to me everytime 'Cause you stay crazy on my mind Yo you got it goin on  on and on and on On and on and on  Yo I've been treading on this globe man for twenty-five joints Sometimes shaitan got me by the pressure points But I can break a fella down like sex You eat wheat chex but still light in the ass and can't flex If one nigga front I'mma make more pay 'Cause tonight  we gettin off like o. j And yo I got a dawg that bites  f*ck the barking Yo I got a crew with the beats and the smarts and  I fought my shit up on linden in the one-nine-two Forever writing never biting ain't shit else to do Hoping to battle  but most mc's ain't ready yet But if they utter one word then it's as good as set You have mc's dropping bombs that's incredible Some of the brothers  their styles are just despicable As for me see I just do how I love to do Try to deny me of my props then I'll be seeing you Most of you suckers wanna be down for the tag along The freaking fame  someone tell em that this shit ain't games You gots to do this from your heart meaning your inner soul And if it's real only then will you be on a roll I try to stay on top my game there ain't no time to lose Four albums deep as a quester but still we payin' dues So hear me out one time  you gots to be yourself 'Cause if you ain't yourself you end up by your freaking self I'm coming rugged with the linden boule type of slang And yo  we'll see who can hang yo  You on point tip?  Yo once again phife You on point tip?  Yo once again phife You on point tip?  Yo once again phife Ayo that kid is marvelous  Oh  you did it to me once again my friend I swear you do it to me everytime 'Cause you stay crazy on my mind Yo you got it goin on  on and on and on On and on and on,1nce Again,1996,Hip Hop
2527,You on point Phife? Once Again Tip You on point Phife? Once Again Tip You on point Phife? Once Again Tip Word Watch me bust they shit OK  Oh  you did it to me once again my friend I swear you do it to me everytime Cause you stay crazy on my mind Yo you got it goin on (say word)  on and on and on On and on and on  This is the year that I come in and just devastate My style is great ask your peoples can I dominate? My rhymes are harder than last night's erection Don't play me close  I'll have this mic up in your rear section My shit is lovely simply meaning that my joint is tight Amping up the mic making sure production's tight Sometimes I might catch a severe case of writer's block But by the end of the day you'll be on my jock My name's Malik my hobby's putting MC's to the test And if you front I'll put my foot up in your freaking chest Freestyle fanatic  and never will it ever stop You crew is loose  you might just want to call the cops  Aye  yo I gotta put some action on paper Make sure my verse jump up and spread out like the raper The only tip I got for a waiter Is watch the doorknob hit me where the dirty dog shoulda' bit me That was my train of thought  but for so long I fought Now I'm at a level supreme to the devil So turn up the bass and lay low on the treble We be the real MC's and you dead  bring a shovel Revitalize  the vital Tribe nigga  WHAT? The ladies sweat the style like the squirrel sweat the nuts You know a fellas good for the moola Don't smoke no woolas  read the name call me Slick Tip the Ruler  Oh  you did it to me once again my friend I swear you do it to me everytime Cause you stay crazy on my mind Yo you got it goin on  on and on and on On and on and on  Yo I've been treading on this globe man for twenty-five joints Sometimes Shaitan got me by the pressure points But I can break a fella down like sex You eat Wheat Chex but still light in the ass and can't flex If one nigga front I'mma make more pay Cause tonight  we gettin off like O.J And yo I got a Dawg that bites  f*ck the barking Yo I got a crew with the beats and the smarts and  I fought my shit up on Linden in the one-nine-two Forever writing never biting ain't shit else to do Hoping to battle  but most MC's ain't ready yet But if they utter one word then it's as good as set You have MC's dropping bombs that's incredible Some of the brothers  their styles are just despicable As for me see I just do how I love to do Try to deny me of my props then I'll be seeing you Most of you suckers wanna be down for the tag along The freaking fame  someone tell em that this shit ain't games You gots to do this from your heart meaning your inner soul And if it's real only then will you be on a roll I try to stay on top my game there ain't no time to lose Four albums deep as a Quester but still we payin' dues So hear me out one time  you gots to be yourself Cause if you ain't yourself you end up by your freaking self I'm coming rugged with the Linden Boule type of slang And yo  we'll see who can hang yo  You on point Tip? Yo once Again Phife You on point Tip? Yo once Again Phife You on point Tip? Yo once again Phife Ayo that kid is marvelous  Oh  you did it to me once again my friend I swear you do it to me everytime Cause you stay crazy on my mind Yo you got it goin on  on and on and on On and on and on,1nce Again,1996,Hip Hop
2528,NONE,NONE,NONE,Hip Hop
2529,WRONG!!  COLLIPARK!!! YEAHR!!! HAAAH!  What the f*ck y'all think this here 1st booty on duty the bitch gon get to it It's money here The hoe better to do it Everybody on dat I smell weed I see nigga to sippin Y'all niggas need start tippin I'm see the Ying Yang  Some of these bitches be real the hard knock Watchin gettin crunk they start they won't stop Hoes get naked for cheese they love that Take the baddest bitch in the club I f*ck that You f*ck that  I f*ck that I f*ck that  you f*ck that I f*ck that  I f*ck that (AIGHT YEP)  You the baddest bitch in the club (I f*cked her) Fine she a dime showin off (I f*cked her) Caught her at the club by the deal for real Ask to what it is and she let her nigga trill (YEAHRRR) Just like that  the nudy so good I want to call her back One more time (one more time)  Jumpin up & down on the like is mine  Sweet bitch makin money in the club Them hoes still showin Ying Yang love Them get ya still get naked for a dub But these days these bitches wanna f*ck Wanna show me what she really made up Wanna leave with me when I leave the club She tryin really hard to get me her stuff  I tell her pop that shit drop that shit  Look here! I wanna know what y'all niggaz stand in here for? All over tha hole and up the bar Like these some kind of superstar Y'all Nigga need to motherf*ckin break bread The Hoe that bills paid They tryna get that hell laid And they tryna do it the A-Town way I see you down keep tippin Ying Yang  Some of these bitches be real the hard knock Watchin gettin crunk they start they won't stop Hoes get naked for cheese they love that Take the baddest bitch in the club I f*ck that You f*ck that  I f*ck that I f*ck that  you f*ck that I f*ck that  I f*ck that (AIGHT YEP)  They get crunk as shit Them hoes really really love the dick Anddd hoes suck dick like a bottle Ain't droppin nothing  The hoe gonna swallow Then f*ck you to death  Like she f*cking herself And really don't need your help by a god damn self Have you feeling like a real rookie That's what I like to call stipper pussy That's mine That sweet black pussy Mine Gi'me that gi'me that pussy Mine That's what a nigga say long as bread in thir face then you be in they way Mine She cronk and grinding standing saying I spent a lot of money on you diamond She talking ass motherfukers got a bitch dead Then she catch a 'causeon and her nigga in the bed  RIGHT!!!!  COLLIPARK!!! YEAHR!!! HAAAH!  What the f*ck y'all think this here 1st booty on duty the bitch gon get to it It's money here The hoe ready to do it Everybody on dat I smell weed I see nigga to sippin Y'all niggas need start tippin I'm see the Ying Yang  Some of these bitches is real the hard knock Watchin gettin crunk they start they won't stop Hoes get naked for cheese they love that Take the baddest bitch in the club I f*ck that You f*ck that  I f*ck that I f*ck that  you f*ck that I f*ck that  I f*ck that (AIGHT YEP)  You the baddest bitch in the club (I f*cked her) Fine she a dime showin off (I f*cked her) Caught her at the club by the dipp for real Ask to what it is and she let her nigga trill (YEAHRRR) Just like that  the nudy so good I want to call her back One more time (one more time)  Jumpin up & down on the like is mine  Sweet bitch makin money in the club Them hoes still showin Ying Yang love Them bitches still get naked for a dub But these days these bitches wanna f*ck Wanna show me what she really made of Wanna leave with me when I leave the club She tryin really hard to get me her stuff  I tell her pop that shit drop that shit  Look here! I wanna know what y'all niggaz stand in here for? All over tha hole and up the bar Like ya some kind of superstar Y'all Nigga need to motherf*ckin break bread The Hoes need bills paid They tryna get that hell laid And they tryna do it the A-Town way I see you over there  keep tippin Ying Yang  Some of these bitches is real the hard knock Watchin gettin crunk they start they won't stop Hoes get naked for cheese they love that Take the baddest bitch in the club I f*ck that You f*ck that  I f*ck that I f*ck that  you f*ck that I f*ck that  I f*ck that (AIGHT YEP)  Have you ever f*cked a stripper bitch They get crunk as shit Them hoes really really love the dick Annnd hoes suck dick like a bottle Ain't droppin nothing  The hoe gonna swallow Then f*ck you to death  Like she f*cking herself And really don't need your help by a god damn self Have you feeling like a real rookie That's what I like to call stipper pussy That's mine That sweet black pussy Mine Gi'me that gi'me that pussy Mine That's what a nigga say long as bread in thir face then you be in they way Mine She cronk and grinding standing saying I spent a lot of money on you diamond She talking ass motherfukers got a bitch dead Then she catch a 'causeon and her nigga in the bed (DAM!)  There's a lot of niggas in this problem makin a big dipper For the butt naked bitch won?t buy you a new rolla tipper You need to be like t-pain man show some love to a mother f*ckin stripper Y'all niggas ain't complain but she on her dam thang wanna get hell laid and deal with real niggas in the A that why I see these niggas man!!  Some of these bitches is real the hard knock Watchin gettin crunk they start they won't stop Hoes get naked for cheese they love that Take the baddest bitch in the club I f*ck that You f*ck that  I f*ck that I f*ck that  you f*ck that I f*ck that  I f*ck that (AIGHT YEP)  OOOOH!!!!! (Ey!!!!) You ain't got to go home but cha gotta get the hell out of hear!!!!!!!!!!! Y'all ain't tippin no hoes!! (HAAAAH!!)  I missed the part I called outro can't figure it out sorry?,1st Booty on Duty,2006,Hip Hop
2530,Yah Swizzop It's Gucci Mike Will  I'm hearing shooters loading pistols while I'm brushing my teeth I get so many death threats it's getting normal to me But I bend don't break  I don't ask just take Black gloves  black tape and I don't play nor pray Wake up and take a piss  I hear 'em sharpening knives Main focus every day is make it out here alive Take a shower in my boots and go to sleep in my shoes Last night I had a dream some killers ran in my room Trying to be patient but nigga I can't wait Only chance to kill my enemies and beat my case So when they ask me how I feel about 'em I can't say You either with me  or against me  or you in my way I got a pack of hungry wolves and if I don't feed 'em Then they might turn on me  feel like I don't need 'em I keep the best pedigree but hell I don't breed 'em It's a lot of people scared of me and I can't blame 'em They call me crazy so much  I think I'm starting to believe 'em I did some things to some people that was down right evil Is it karma coming back to me  so much drama My own mama turned her back on me  and that's my mama I lost three people close to me in one summer Ten years later still don't know shot up my Hummer But I bend I don't break  I don't ask I take Black gloves and black tape  nigga it's my first day  F*ck  f*ck you Pussy,1st Day Out Tha Feds,2016,Hip Hop
